Name,Age,Season,Placement,DaysIn,VotesAgainst,Immunities,IndImmunities,Challenges,VFB_NIF3,TCA_NIF3,TCTotal,TC_Prop,TC_Pct,TC_Score_Prop,TC_Score,Idols,Merge,Jury,Final_Tribal,RunnerUp,Winner,JuryVotes,Prop_Jury_Vote,Pct_Jury_Vote,Job,JobFixed,AppStatus,Applicant,Recruit,Collar,BlueCollar,WhiteCollar,Strength,Generation,Gender,AgeGroup
Sonja Christopher,63,1,16,3,4,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,.,.,.,Musician,28,1,1,0,2,0,0,2,1,0,6
BB Anderson,64,1,15,6,6,1,0,2,0,1,13,0,0,0,0,0,0,0,0,0,0,.,.,.,RealEstateDeveloper,31,1,1,0,1,0,1,3,1,1,6
Stacey Stillman,28,1,14,9,6,1,0,2,0,2,13,0,0,0,0,0,0,0,0,0,0,.,.,.,Attorney,18,1,1,0,1,0,1,1,3,0,2
Ramona Gray,29,1,13,12,6,2,0,3,1,2,13,0.5,50,0.076923077,7.6923077,0,0,0,0,0,0,.,.,.,Biochemist,34,1,1,0,1,0,1,1,3,0,2
Dirk Been,24,1,12,15,4,2,0,4,2,3,13,0.666666667,66.6666667,0.153846154,15.3846154,0,0,0,0,0,0,.,.,.,DairyFarmer,3,1,1,0,3,1,0,3,3,1,2
Joel Klug,28,1,11,18,4,3,0,6,2,3,13,0.666666667,66.6666667,0.153846154,15.3846154,0,0,0,0,0,0,.,.,.,HealthClubConsultant,2,1,1,0,2,0,0,2,3,1,2
Gretchen Cordy,38,1,10,21,4,3,0,6,3,4,13,0.75,75,0.230769231,23.0769231,0,1,0,0,0,0,.,.,.,Teacher,10,1,1,0,1,0,1,3,2,0,3
Greg Buis,24,1,9,24,6,4,1,8,1,5,13,0.2,20,0.076923077,7.6923077,0,1,1,0,0,0,.,.,.,IveLeagueGrad,41,1,1,0,1,0,1,1,3,1,2
Jenna Lewis,23,1,8,27,11,3,0,6,4,6,13,0.666666667,66.6666667,0.307692308,30.7692308,0,1,1,0,0,0,.,.,.,Student,41,1,1,0,2,0,0,2,3,0,2
Gervase Peterson,30,1,7,30,6,4,1,8,1,7,13,0.142857143,14.2857143,0.076923077,7.6923077,0,1,1,0,0,0,.,.,.,BasketBallCoach,10,1,1,0,3,1,0,2,3,1,3
Colleen Haskell,23,1,6,33,7,3,0,7,3,8,13,0.375,37.5,0.230769231,23.0769231,0,1,1,0,0,0,.,.,.,Student,41,1,1,0,2,0,0,2,3,0,2
Sean Kenniff,30,1,5,36,9,3,0,6,6,9,13,0.666666667,66.6666667,0.461538462,46.1538462,0,1,1,0,0,0,.,.,.,Doctor,40,1,1,0,1,0,1,1,3,1,3
Susan Hawk,38,1,4,37,7,3,0,5,9,10,13,0.9,90,0.692307692,69.2307692,0,1,1,0,0,0,.,.,.,Truck Driver,39,1,1,0,3,1,0,3,2,0,3
Rudy Boesch,72,1,3,38,8,4,1,6,10,10,13,1,100,0.769230769,76.9230769,0,1,1,0,0,0,.,.,.,RetiredNavySEAL,26,0,0,1,3,1,0,3,1,1,7
Kelly Wiglesworth,23,1,2,39,0,7,4,10,9,10,13,0.9,90,0.692307692,69.2307692,0,1,0,1,1,0,3,0.428571429,42.8571429,River Guide,29,1,1,0,2,0,0,2,3,0,2
Richard Hatch,39,1,1,39,6,4,1,6,10,10,13,1,100,0.769230769,76.9230769,0,1,0,1,0,1,4,0.571428571,57.1428571,CorporateTrainer,13,1,1,0,1,0,1,1,2,1,3
Debb Eaton,45,2,16,3,7,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,.,.,.,CorrectionsOfficer,17,1,1,0,3,1,0,3,2,0,4
Kel Gleason,33,2,15,6,7,1,0,2,0,1,12,0,0,0,0,0,0,0,0,0,0,.,.,.,ArmyIntelligenceOffi,26,1,1,0,3,1,0,1,3,1,3
Maralyn Hershey,52,2,14,9,5,1,0,3,1,2,12,0.5,50,0.083333333,8.3333333,0,0,0,0,0,0,.,.,.,RetiredPoliceOfficer,17,1,1,0,3,1,0,3,2,0,5
Mitchell Olson,24,2,13,12,6,1,0,3,2,3,12,0.666666667,66.6666667,0.166666667,16.6666667,0,0,0,0,0,0,.,.,.,Singer,28,1,1,0,2,0,0,2,3,1,2
Kimmi Kappenberg,28,2,12,15,6,3,0,6,1,2,12,0.5,50,0.083333333,8.3333333,0,0,0,0,0,0,.,.,.,Bartender,15,1,1,0,2,0,0,2,3,0,2
Michael Skupin,39,2,11,17,0,3,0,6,2,2,12,1,100,0.166666667,16.6666667,0,0,0,0,0,0,.,.,.,SoftwarePublisher,8,1,1,0,1,0,1,3,2,1,3
Jeff Varner,34,2,10,21,11,3,0,6,2,3,12,0.666666667,66.6666667,0.166666667,16.6666667,0,1,0,0,0,0,.,.,.,InternetProjectsMana,8,1,1,0,1,0,1,2,3,1,3
Alicia Calaway,32,2,9,24,5,3,0,6,2,4,12,0.5,50,0.166666667,16.6666667,0,1,1,0,0,0,.,.,.,PersonalTrainer,12,1,1,0,2,0,0,3,3,0,3
Jerri Manthey,30,2,8,27,12,2,0,6,4,6,12,0.666666667,66.6666667,0.333333333,33.3333333,0,1,1,0,0,0,.,.,.,Actress,19,1,1,0,2,0,0,2,3,0,3
Nick Brown,24,2,7,30,4,4,1,7,3,6,12,0.5,50,0.25,25,0,1,1,0,0,0,.,.,.,HarvardLawStudent,41,1,1,0,1,0,1,1,3,1,2
Amber Brkich,22,2,6,33,6,2,0,4,5,8,12,0.625,62.5,0.416666667,41.6666667,0,1,1,0,0,0,.,.,.,AdminAssist,1,1,1,0,1,0,1,1,3,0,2
Rodger Bingham,53,2,5,36,5,3,0,6,4,8,12,0.5,50,0.333333333,33.3333333,0,1,1,0,0,0,.,.,.,Farmer,3,1,1,0,3,1,0,3,2,1,5
Elisabeth Filarski,23,2,4,39,5,3,0,6,4,9,12,0.444444444,44.4444444,0.333333333,33.3333333,0,1,1,0,0,0,.,.,.,FootwearDesigner,4,1,1,0,2,0,0,2,3,0,2
Keith Famie,41,2,3,31,10,4,2,6,9,10,12,0.9,90,0.75,75,0,1,1,0,0,0,.,.,.,Chef,15,1,1,0,3,1,0,1,2,1,4
Colby Donaldson,27,2,2,42,9,7,5,12,9,10,12,0.9,90,0.75,75,0,1,0,1,1,0,3,0.428571429,42.8571429,AutoCustomizer,27,1,1,0,3,1,0,3,3,1,2
Tina Wesson,40,2,1,42,0,2,0,5,10,10,12,1,100,0.833333333,83.3333333,0,1,0,1,0,1,4,0.571428571,57.1428571,PersonalNurse,25,1,1,0,3,1,0,1,2,0,4
Diane Ogden,42,3,16,3,6,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,.,.,.,USMailCarrier,6,1,1,0,3,1,0,3,2,0,4
Jessie Camacho,27,3,15,6,5,0,0,0,1,2,13,0.5,50,0.076923077,7.6923077,0,0,0,0,0,0,.,.,.,DeputySherrif,17,1,1,0,3,1,0,3,3,0,2
Carl Bilancione,46,3,14,9,7,2,0,3,0,1,13,0,0,0,0,0,0,0,0,0,0,.,.,.,Dentist,12,1,1,0,1,0,1,1,2,1,4
Linda Spencer,45,3,13,12,4,2,0,4,0,2,13,0,0,0,0,0,0,0,0,0,0,.,.,.,CareerCounselor,13,1,1,0,1,0,1,1,2,0,4
Silas Gaither,23,3,12,15,8,2,0,5,2,3,13,0.666666667,66.6666667,0.153846154,15.3846154,0,0,0,0,0,0,.,.,.,Bartender,15,0,0,1,2,0,0,2,3,1,2
Lindsey Richter,27,3,11,18,12,3,0,7,2,3,13,0.666666667,66.6666667,0.153846154,15.3846154,0,0,0,0,0,0,.,.,.,AdvertisingExecutive,2,1,1,0,1,0,1,1,3,0,2
Clarence Black,25,3,10,21,12,3,0,5,3,4,13,0.75,75,0.230769231,23.0769231,0,1,0,0,0,0,.,.,.,BasketballCoach,10,0.5,0,0,3,1,0,1,3,1,2
Kelly Goldsmith,22,3,9,24,5,3,0,5,4,5,13,0.8,80,0.307692308,30.7692308,0,1,1,0,0,0,.,.,.,BehavioralResearchAn,34,1,1,0,1,0,1,1,3,0,2
Brandon Quinton,25,3,8,27,6,3,0,7,4,6,13,0.666666667,66.6666667,0.307692308,30.7692308,0,1,1,0,0,0,.,.,.,Bartender,15,1,1,0,2,0,0,2,3,1,2
Frank Garrison,40,3,7,30,9,3,0,7,3,7,13,0.428571429,42.8571429,0.230769231,23.0769231,0,1,1,0,0,0,.,.,.,TelephoneTechnician,8,1,1,0,3,1,0,3,2,1,4
Kim Powers,30,3,6,33,4,3,0,6,5,8,13,0.625,62.5,0.384615385,38.4615385,0,1,1,0,0,0,.,.,.,FreelanceMarketer,2,1,1,0,1,0,1,2,3,0,3
Teresa Cooper,42,3,5,36,4,4,1,7,3,9,13,0.333333333,33.3333333,0.230769231,23.0769231,0,1,1,0,0,0,.,.,.,FlightAttendant,15,1,1,0,3,1,0,2,2,0,4
Tom Buchanan,46,3,4,37,9,4,1,6,7,10,13,0.7,70,0.538461538,53.8461538,0,1,1,0,0,0,.,.,.,GoatFarmer,3,1,1,0,3,1,0,3,2,1,4
Lex van den Berghe,38,3,3,38,10,6,3,6,9,10,13,0.9,90,0.692307692,69.2307692,0,1,1,0,0,0,.,.,.,MarketingManager,2,1,1,0,1,0,1,1,2,1,3
Kim Johnson,57,3,2,39,1,5,2,7,10,10,13,1,100,0.769230769,76.9230769,0,1,0,1,1,0,2,0.285714286,28.5714286,RetiredTeacher,10,1,1,0,1,0,1,1,1,0,5
Ethan Zohn,27,3,1,39,0,4,1,7,10,10,13,1,100,0.769230769,76.9230769,0,1,0,1,0,1,5,0.714285714,71.4285714,ProSoccerPlayer,36,1,1,0,2,0,0,2,3,1,2
Peter Harkey,46,4,16,3,5,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,.,.,.,BowlingAlleyOwner,22,1,1,0,3,1,0,2,2,1,4
Patricia Jackson,49,4,15,6,5,0,0,0,1,2,13,0.5,50,0.076923077,7.6923077,0,0,0,0,0,0,.,.,.,TruckAssembler,27,1,1,0,3,1,0,3,2,0,4
Hunter Ellis,33,4,14,9,4,0,0,0,1,3,13,0.333333333,33.3333333,0.076923077,7.6923077,0,0,0,0,0,0,.,.,.,FormerNavyFighterPil,26,1,1,0,3,1,0,3,3,1,3
Sarah Jones,24,4,13,12,11,0,0,0,3,4,13,0.75,75,0.230769231,23.0769231,0,0,0,0,0,0,.,.,.,AccountManager,5,1,1,0,1,0,1,2,3,0,2
Gabriel Cade,23,4,12,15,7,4,0,6,0,1,13,0,0,0,0,0,0,0,0,0,0,.,.,.,Bartender,15,1,1,0,2,0,0,2,3,1,2
Gina Crews,29,4,11,18,3,1,0,3,2,5,13,0.4,40,0.153846154,15.3846154,0,0,0,0,0,0,.,.,.,NatureGuide,10,1,1,0,2,0,0,2,3,0,2
Rob Mariano,26,4,10,21,8,2,0,2,4,5,13,0.8,80,0.307692308,30.7692308,0,1,0,0,0,0,.,.,.,ConstructionWorker,7,1,1,0,3,1,0,3,3,1,2
John Carroll,36,4,9,24,8,5,0,7,2,3,13,0.666666667,66.6666667,0.153846154,15.3846154,0,1,1,0,0,0,.,.,.,RegisteredNurse,25,1,1,0,3,1,0,1,3,1,3
Zoe Zanidakis,35,4,8,27,8,5,0,7,3,4,13,0.75,75,0.230769231,23.0769231,0,1,1,0,0,0,.,.,.,FishingBoatCaptain,23,1,1,0,3,1,0,2,3,0,3
Tammy Leitner,29,4,7,30,5,7,2,9,3,5,13,0.6,60,0.230769231,23.0769231,0,1,1,0,0,0,.,.,.,CrimeReporter,20,1,1,0,1,0,1,1,3,0,2
Robert DeCanio,38,4,6,33,6,6,1,8,3,6,13,0.5,50,0.230769231,23.0769231,0,1,1,0,0,0,.,.,.,LimousineDriver,39,1,1,0,3,1,0,3,2,1,3
Sean Rector,30,4,5,36,7,2,0,4,7,10,13,0.7,70,0.538461538,53.8461538,0,1,1,0,0,0,.,.,.,Teacher,10,1,1,0,1,0,1,2,3,1,3
Paschal English,57,4,4,37,0,4,0,10,8,9,13,0.888888889,88.8888889,0.615384615,61.5384615,0,1,1,0,0,0,.,.,.,Judge,6,1,1,0,1,0,1,1,1,1,5
Kathy Vavrick OBrien,47,4,3,38,5,6,2,12,7,9,13,0.777777778,77.7777778,0.538461538,53.8461538,0,1,1,0,0,0,.,.,.,RealEstateAgent,31,1,1,0,1,0,1,1,2,0,4
Neleh Dennis,22,4,2,39,4,5,1,9,8,9,13,0.888888889,88.8888889,0.615384615,61.5384615,0,1,0,1,1,0,3,0.428571429,42.8571429,Student,41,1,1,0,2,0,0,2,3,0,2
Vecepia Towery,36,4,1,39,2,4,2,4,8,11,13,0.727272727,72.7272727,0.615384615,61.5384615,0,1,0,1,0,1,4,0.571428571,57.1428571,OfficeManager,21,1,1,0,1,0,1,1,3,0,3
John Raymond,40,5,16,3,6,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,.,.,.,Pastor,32,1,1,0,2,0,0,1,2,1,4
Tanya Vance,27,5,15,6,5,0,0,0,1,2,13,0.5,50,0.076923077,7.6923077,0,0,0,0,0,0,.,.,.,SocialWork,35,1,1,0,1,0,1,1,3,0,2
Jed Hildebrand,25,5,14,9,5,2,0,3,0,1,13,0,0,0,0,0,0,0,0,0,0,.,.,.,DentalStudent,12,1,1,0,1,0,1,1,3,1,2
Ghandia Johnson,33,5,13,12,5,1,0,2,1,3,13,0.333333333,33.3333333,0.076923077,7.6923077,0,0,0,0,0,0,.,.,.,LegalSecretary,1,1,1,0,3,1,0,1,3,0,3
Stephanie Dill,29,5,12,15,5,3,0,5,0,2,13,0,0,0,0,0,0,0,0,0,0,.,.,.,Firefighter,6,1,1,0,3,1,0,3,3,0,2
Robb Zbacnik,23,5,11,18,5,3,0,6,0,3,13,0,0,0,0,0,0,0,0,0,0,.,.,.,Bartender,15,1,1,0,2,0,0,3,3,1,2
ShiiAnn Huang,28,5,10,21,10,3,0,6,3,4,13,0.75,75,0.230769231,23.0769231,0,0,0,0,0,0,.,.,.,ExecutiveRecruiter,13,1,1,0,1,0,1,1,3,0,2
Erin Collins,26,5,9,24,3,3,0,6,4,5,13,0.8,80,0.307692308,30.7692308,0,0,1,0,0,0,.,.,.,RealEstateAgent,31,1,1,0,1,0,1,2,3,0,2
Ken Stafford,29,5,8,27,6,3,0,6,5,6,13,0.833333333,83.3333333,0.384615385,38.4615385,0,1,1,0,0,0,.,.,.,NYCPoliceOfficer,17,0,0,1,3,1,0,2,3,1,2
Penny Ramsey,27,5,7,30,5,3,0,6,5,7,13,0.714285714,71.4285714,0.384615385,38.4615385,0,1,1,0,0,0,.,.,.,PharmaceuticalSales,33,1,1,0,1,0,1,2,3,0,2
Jake Billingsley,60,5,6,33,7,3,0,6,5,8,13,0.625,62.5,0.384615385,38.4615385,0,1,1,0,0,0,.,.,.,LandBroker,31,1,1,0,1,0,1,3,1,1,6
Ted Rogers Jr,37,5,5,36,7,6,1,8,6,7,13,0.857142857,85.7142857,0.461538462,46.1538462,0,1,1,0,0,0,.,.,.,SoftwareDevelopmentM,8,1,1,0,1,0,1,3,2,1,3
Helen Glover,47,5,4,37,5,6,1,8,6,8,13,0.75,75,0.461538462,46.1538462,0,1,1,0,0,0,.,.,.,NavySwimInstructor,26,1,1,0,3,1,0,3,2,0,4
Jan Gentry,53,5,3,38,5,5,0,6,7,8,13,0.875,87.5,0.538461538,53.8461538,0,1,1,0,0,0,.,.,.,Teacher,10,1,1,0,1,0,1,2,2,0,5
Clay Jordan,46,5,2,39,4,6,1,7,7,8,13,0.875,87.5,0.538461538,53.8461538,0,1,0,1,1,0,3,0.428571429,42.8571429,RestaurantOwner,21,1,1,0,1,0,1,1,2,1,4
Brian Heidik,34,5,1,39,0,8,3,3,8,8,13,1,100,0.615384615,61.5384615,0,1,0,1,0,1,4,0.571428571,57.1428571,UsedCarSalesman,33,0,0,1,2,0,0,3,3,1,3
Ryan Aiken,23,6,16,3,4,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,.,.,.,Model,19,1,1,0,2,0,0,2,3,1,2
Janet Koth,47,6,15,6,5,1,0,2,0,1,13,0,0,0,0,0,0,0,0,0,0,.,.,.,HomeMaker,14,1,1,0,2,0,0,2,2,0,4
Daniel Lue,26,6,14,9,7,1,0,1,0,2,13,0,0,0,0,0,0,0,0,0,0,.,.,.,TaxAccountant,5,1,1,0,1,0,1,3,3,1,2
Joanna Ward,31,6,13,12,4,2,0,4,0,2,13,0,0,0,0,0,0,0,0,0,0,.,.,.,GuidanceCounselor,35,0,0,1,1,0,1,1,3,0,3
Jeanne Hebert,40,6,12,15,5,2,0,4,1,3,13,0.333333333,33.3333333,0.076923077,7.6923077,0,0,0,0,0,0,.,.,.,MarketingDirector,2,1,1,0,1,0,1,1,2,0,4
Shawna Mitchell,23,6,11,18,6,3,0,5,1,3,13,0.333333333,33.3333333,0.076923077,7.6923077,0,0,0,0,0,0,.,.,.,RetailSaleswoman,33,1,1,0,2,0,0,2,3,0,2
Roger Sexton,56,6,10,21,11,3,0,5,3,4,13,0.75,75,0.230769231,23.0769231,0,1,0,0,0,0,.,.,.,ConstructionCompanyV,7,1,1,0,3,1,0,3,2,1,5
Dave Johnson,23,6,9,24,8,3,0,6,2,5,13,0.4,40,0.153846154,15.3846154,0,1,1,0,0,0,.,.,.,RocketScientist,34,1,1,0,1,0,1,1,3,1,2
Deena Bennett,35,6,8,27,6,4,1,6,5,6,13,0.833333333,83.3333333,0.384615385,38.4615385,0,1,1,0,0,0,.,.,.,DeputyDistrictAttorn,18,1,1,0,1,0,1,1,3,0,3
Alex Bell,32,6,7,30,6,3,0,5,5,7,13,0.714285714,71.4285714,0.384615385,38.4615385,0,1,1,0,0,0,.,.,.,TriathalonCoach,10,1,1,0,2,0,0,3,3,1,3
Christy Smith,24,6,6,33,9,3,0,6,4,8,13,0.5,50,0.307692308,30.7692308,0,1,1,0,0,0,.,.,.,Children'sAdventureG,10,1,1,0,2,0,0,2,3,0,2
Heidi Strobel,24,6,5,36,3,4,1,6,7,9,13,0.777777778,77.7777778,0.538461538,53.8461538,0,1,1,0,0,0,.,.,.,GymTeacher,10,0.5,0,0,1,0,1,2,3,0,2
Butch Lockley,50,6,4,37,5,3,0,5,7,10,13,0.7,70,0.538461538,53.8461538,0,1,1,0,0,0,.,.,.,Principal,10,1,1,0,1,0,1,1,2,1,5
Rob Cesternino,24,6,3,38,4,3,1,5,10,10,13,1,100,0.769230769,76.9230769,0,1,1,0,0,0,.,.,.,ComputerProjectsCoor,8,0.5,0,0,1,0,1,1,3,1,2
Matthew von Ertfelda,33,6,2,39,6,5,2,8,9,10,13,0.9,90,0.692307692,69.2307692,0,1,0,1,1,0,1,0.142857143,14.2857143,RestaurantDesigner,37,1,1,0,1,0,1,1,3,1,3
Jenna Morasca,21,6,1,39,3,6,3,9,8,10,13,0.8,80,0.615384615,61.5384615,0,1,0,1,0,1,6,0.857142857,85.7142857,SwimsuitModel,19,1,1,0,2,0,0,2,4,0,2
Nicole Delma,24,7,16,3,7,0,0,1,0,1,14,0,0,0,0,0,0,0,0,0,0,.,.,.,MassageTherapist,37,0,0,1,2,0,0,2,3,0,2
Ryan Shoulders,23,7,15,6,6,0,0,1,1,2,14,0.5,50,0.071428571,7.1428571,0,0,0,0,0,0,.,.,.,ProduceClerk,33,1,1,0,3,1,0,1,3,1,2
Michelle Tesauro,22,7,14,15,6,3,0,7,0,2,14,0,0,0,0,0,0,0,0,0,0,.,.,.,Student,41,1,1,0,2,0,0,1,4,0,2
Trish Dunn,42,7,13,18,4,3,0,8,2,3,14,0.666666667,66.6666667,0.142857143,14.2857143,0,0,0,0,0,0,.,.,.,SalesExecutive,33,1,1,0,1,0,1,1,2,0,4
Shawn Cohen,28,7,12,19,5,3,0,7,3,4,14,0.75,75,0.214285714,21.4285714,0,0,0,0,0,0,.,.,.,AdvertisingSales,33,1,1,0,1,0,1,3,3,1,2
Osten Taylor,27,7,11,19,2,3,0,4,3,3,14,1,100,0.214285714,21.4285714,0,0,0,0,0,0,.,.,.,EquityTradeManager,33,1,1,0,1,0,1,3,3,1,2
Andrew Savage,29,7,10,21,6,3,0,4,3,4,14,0.75,75,0.214285714,21.4285714,0,1,0,0,0,0,.,.,.,Attorney,18,1,1,0,1,0,1,1,3,1,2
Ryan Opray,30,7,9,24,8,3,0,4,3,5,14,0.6,60,0.214285714,21.4285714,0,1,1,0,0,0,.,.,.,Electrician,37,1,1,0,3,1,0,3,3,1,3
Rupert Boneham,39,7,8,27,7,5,2,9,5,6,14,0.833333333,83.3333333,0.357142857,35.7142857,0,1,1,0,0,0,.,.,.,TroubledTeensMentor,35,1,1,0,2,0,0,3,3,1,3
Tijuana Bradley,26,7,7,30,5,3,0,4,5,7,14,0.714285714,71.4285714,0.357142857,35.7142857,0,1,1,0,0,0,.,.,.,PharmaceuticalSales,33,1,1,0,1,0,1,2,3,0,2
Christa Hastie,24,7,6,33,7,3,0,7,7,9,14,0.777777778,77.7777778,0.5,50,0,1,1,0,0,0,.,.,.,ComputerProgrammer,8,1,1,0,1,0,1,1,3,0,2
Burton Roberts,31,7,5,36,10,5,2,11,5,7,14,0.714285714,71.4285714,0.357142857,35.7142857,0,1,1,0,0,0,.,.,.,MarketingExecutive,2,0,0,1,1,0,1,2,3,1,3
Darrah Johnson,22,7,4,37,6,6,3,8,7,10,14,0.7,70,0.5,50,0,1,1,0,0,0,.,.,.,Mortician,37,1,1,0,3,1,0,2,4,0,2
Jon Dalton,29,7,3,38,7,3,0,9,9,11,14,0.818181818,81.8181818,0.642857143,64.2857143,0,1,1,0,0,0,.,.,.,ArtConsultant,4,0,0,1,2,0,0,1,3,1,2
Lillian Morris,51,7,2,39,10,2,2,4,8,10,14,0.8,80,0.571428571,57.1428571,0,1,0,1,1,0,1,0.142857143,14.2857143,ScoutTroopLeader,14,1,1,0,2,0,0,2,2,0,5
Sandra Diaz Twine,28,7,1,39,0,3,0,7,9,11,14,0.818181818,81.8181818,0.642857143,64.2857143,0,1,0,1,0,1,6,0.857142857,85.7142857,OfficeAssistant,1,1,1,0,1,0,1,3,3,0,2
2Tina Wesson,42,8,18,3,4,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,.,.,.,MotivationalSpeaker,19,0,0,1,2,0,0,1,2,0,4
2Rudy Boesch,75,8,17,6,3,0,0,1,1,2,13,0.5,50,0.076923077,7.6923077,0,0,0,0,0,0,.,.,.,RetiredNavySEAL,26,0,0,1,3,1,0,3,1,1,7
2Jenna Morasca,22,8,16,9,0,2,0,3,.,0,13,.,.,.,.,0,0,0,0,0,0,.,.,.,SwimsuitModel,19,0,0,1,2,0,0,2,4,0,2
